67,0.09,0.166,0.165,0.236,0.227,0.223,0.159,0.231,0.233,0.24,0.248,0.233
68,0.091,0.167,0.164,0.232,0.225,0.221,0.156,0.229,0.234,0.241,0.243,0.236
69,0.089,0.168,0.164,0.232,0.221,0.22,0.156,0.232,0.236,0.242,0.245,0.237
70,0.09,0.165,0.162,0.231,0.221,0.224,0.156,0.234,0.241,0.246,0.241,0.231
71,0.09,0.166,0.161,0.232,0.221,0.226,0.156,0.235,0.236,0.24,0.243,0.234
72,0.088,0.163,0.16,0.236,0.224,0.218,0.154,0.237,0.238,0.24,0.237,0.236
73,0.088,0.163,0.162,0.234,0.229,0.222,0.156,0.232,0.24,0.242,0.244,0.237
74,0.089,0.163,0.162,0.231,0.225,0.223,0.153,0.234,0.237,0.234,0.246,0.233
75,0.088,0.162,0.16,0.235,0.229,0.222,0.153,0.232,0.241,0.241,0.243,0.237
76,0.087,0.162,0.16,0.232,0.224,0.219,0.152,0.236,0.239,0.245,0.244,0.233
77,0.087,0.16,0.16,0.231,0.227,0.219,0.153,0.229,0.241,0.242,0.239,0.238
78,0.086,0.161,0.158,0.233,0.226,0.222,0.153,0.232,0.234,0.239,0.244,0.234
79,0.087,0.161,0.158,0.229,0.225,0.223,0.153,0.229,0.232,0.24,0.245,0.238
80,0.087,0.161,0.16,0.235,0.224,0.225,0.152,0.231,0.234,0.241,0.241,0.235
81,0.086,0.16,0.158,0.234,0.224,0.224,0.152,0.232,0.234,0.24,0.238,0.238
82,0.086,0.161,0.158,0.236,0.226,0.224,0.15,0.234,0.232,0.233,0.234,0.236
83,0.086,0.158,0.158,0.232,0.227,0.225,0.153,0.239,0.237,0.241,0.243,0.232
84,0.086,0.159,0.157,0.234,0.224,0.218,0.15,0.232,0.238,0.237,0.242,0.233
85,0.085,0.156,0.154,0.234,0.221,0.22,0.152,0.231,0.233,0.237,0.242,0.236
86,0.084,0.157,0.156,0.232,0.224,0.226,0.151,0.229,0.234,0.238,0.246,0.232
87,0.087,0.158,0.157,0.234,0.227,0.224,0.152,0.229,0.236,0.239,0.244,0.238
88,0.084,0.159,0.157,0.228,0.226,0.227,0.151,0.231,0.234,0.242,0.244,0.236
89,0.084,0.159,0.154,0.231,0.226,0.221,0.15,0.231,0.233,0.239,0.239,0.239
90,0.083,0.157,0.157,0.232,0.222,0.225,0.152,0.229,0.234,0.241,0.242,0.235
91,0.082,0.157,0.158,0.233,0.217,0.224,0.148,0.23,0.233,0.241,0.242,0.235
92,0.084,0.157,0.157,0.23,0.221,0.223,0.15,0.233,0.239,0.239,0.241,0.234
93,0.083,0.155,0.156,0.233,0.228,0.22,0.149,0.23,0.234,0.24,0.238,0.239
94,0.083,0.155,0.155,0.232,0.227,0.224,0.15,0.232,0.23,0.237,0.245,0.237
95,0.084,0.155,0.155,0.229,0.225,0.227,0.148,0.232,0.235,0.242,0.244,0.234
96,0.085,0.154,0.155,0.227,0.223,0.228,0.148,0.233,0.237,0.244,0.237,0.242
97,0.084,0.152,0.152,0.23,0.228,0.226,0.148,0.236,0.231,0.243,0.245,0.232
98,0.085,0.154,0.152,0.238,0.225,0.226,0.148,0.23,0.232,0.246,0.247,0.237
99,0.083,0.154,0.153,0.229,0.227,0.222,0.147,0.232,0.235,0.239,0.246,0.236
