,1111111111,1111114444,1111144447,1111223344,1111234444,1111234567,1111444444,1111444477,1111556677,1114556677,1234556677,1455666777,2233445677
74,0.085,0.085,0.093,0.08,0.081,0.118,0.099,0.104,0.146,0.148,0.164,0.172,0.141
75,0.086,0.085,0.095,0.079,0.08,0.111,0.098,0.102,0.146,0.148,0.162,0.179,0.144
76,0.086,0.085,0.095,0.078,0.076,0.115,0.101,0.106,0.14,0.149,0.155,0.177,0.146
77,0.087,0.084,0.096,0.079,0.079,0.116,0.101,0.105,0.148,0.152,0.157,0.172,0.147
78,0.086,0.084,0.098,0.08,0.078,0.118,0.1,0.104,0.144,0.153,0.161,0.175,0.144
79,0.086,0.087,0.097,0.079,0.077,0.116,0.099,0.109,0.149,0.151,0.159,0.179,0.147
80,0.085,0.084,0.096,0.079,0.077,0.114,0.098,0.104,0.15,0.152,0.161,0.175,0.152
81,0.085,0.083,0.098,0.079,0.077,0.117,0.098,0.104,0.144,0.15,0.161,0.184,0.149
82,0.085,0.082,0.095,0.079,0.076,0.114,0.099,0.103,0.149,0.155,0.152,0.175,0.149
83,0.084,0.08,0.093,0.079,0.074,0.116,0.093,0.105,0.153,0.149,0.161,0.183,0.149
84,0.086,0.082,0.095,0.079,0.075,0.114,0.096,0.104,0.151,0.149,0.155,0.177,0.149
85,0.085,0.083,0.095,0.077,0.077,0.116,0.096,0.103,0.142,0.149,0.151,0.19,0.151
86,0.085,0.084,0.095,0.078,0.077,0.113,0.095,0.102,0.144,0.151,0.155,0.179,0.145
87,0.085,0.083,0.092,0.08,0.078,0.114,0.097,0.105,0.146,0.153,0.164,0.182,0.149
88,0.084,0.082,0.092,0.078,0.076,0.118,0.096,0.106,0.148,0.152,0.159,0.18,0.145
89,0.084,0.081,0.092,0.079,0.076,0.119,0.096,0.104,0.145,0.153,0.155,0.182,0.15
90,0.084,0.08,0.094,0.08,0.077,0.119,0.094,0.1,0.146,0.151,0.163,0.177,0.157
91,0.083,0.08,0.094,0.079,0.078,0.116,0.095,0.1,0.146,0.15,0.163,0.183,0.149
92,0.083,0.079,0.094,0.079,0.077,0.113,0.095,0.104,0.142,0.151,0.162,0.179,0.15
93,0.084,0.081,0.095,0.08,0.075,0.115,0.094,0.102,0.139,0.151,0.161,0.184,0.145
94,0.085,0.081,0.094,0.078,0.074,0.113,0.093,0.104,0.141,0.144,0.164,0.186,0.148
95,0.082,0.081,0.096,0.079,0.075,0.115,0.092,0.103,0.146,0.148,0.161,0.179,0.153
96,0.082,0.081,0.094,0.079,0.076,0.117,0.091,0.099,0.143,0.148,0.167,0.179,0.149
97,0.081,0.083,0.093,0.078,0.077,0.116,0.093,0.101,0.141,0.149,0.164,0.177,0.149
98,0.081,0.082,0.092,0.077,0.076,0.12,0.093,0.104,0.146,0.148,0.176,0.171,0.15
99,0.083,0.081,0.093,0.074,0.075,0.114,0.093,0.107,0.147,0.144,0.161,0.177,0.151
