,1111111111,1111114444,1111144447,1111223344,1111234444,1111234567,1111444444,1111444477,1111556677,1114556677,1234556677,1455666777,2233445677
0,0.415,0.203,0.168,0.155,0.115,0.207,0.416,0.142,0.253,0.236,0.175,0.205,0.179
1,0.314,0.173,0.151,0.142,0.107,0.164,0.312,0.127,0.199,0.196,0.174,0.185,0.173
2,0.276,0.162,0.141,0.133,0.106,0.151,0.283,0.119,0.184,0.183,0.165,0.179,0.173
3,0.25,0.151,0.136,0.126,0.103,0.144,0.265,0.117,0.168,0.165,0.163,0.177,0.167
4,0.231,0.142,0.131,0.121,0.099,0.142,0.247,0.113,0.172,0.16,0.163,0.182,0.166
5,0.215,0.135,0.127,0.119,0.096,0.136,0.234,0.116,0.159,0.16,0.163,0.185,0.17
6,0.205,0.13,0.126,0.115,0.094,0.132,0.222,0.114,0.157,0.159,0.168,0.179,0.16
7,0.193,0.127,0.119,0.114,0.093,0.128,0.214,0.113,0.158,0.155,0.167,0.188,0.161
8,0.184,0.124,0.117,0.11,0.094,0.13,0.199,0.114,0.161,0.158,0.162,0.18,0.155
9,0.178,0.123,0.114,0.107,0.093,0.127,0.194,0.113,0.156,0.16,0.167,0.177,0.157
10,0.172,0.123,0.114,0.106,0.094,0.127,0.188,0.113,0.155,0.161,0.165,0.185,0.155
11,0.165,0.12,0.112,0.105,0.094,0.122,0.18,0.109,0.15,0.154,0.165,0.184,0.153
12,0.161,0.113,0.111,0.107,0.093,0.121,0.174,0.107,0.147,0.154,0.163,0.177,0.159
13,0.153,0.112,0.107,0.104,0.092,0.121,0.172,0.108,0.149,0.157,0.164,0.169,0.158
14,0.148,0.114,0.109,0.1,0.091,0.124,0.168,0.11,0.157,0.156,0.162,0.175,0.152
15,0.144,0.109,0.107,0.099,0.09,0.124,0.163,0.107,0.156,0.162,0.156,0.173,0.154
16,0.142,0.109,0.108,0.098,0.092,0.122,0.161,0.108,0.154,0.152,0.159,0.176,0.155
17,0.142,0.105,0.107,0.098,0.09,0.121,0.158,0.11,0.151,0.152,0.162,0.178,0.157
18,0.137,0.104,0.107,0.095,0.089,0.119,0.15,0.108,0.15,0.153,0.162,0.171,0.153
19,0.134,0.103,0.106,0.094,0.089,0.122,0.148,0.109,0.147,0.153,0.161,0.176,0.149
20,0.131,0.102,0.107,0.093,0.088,0.125,0.149,0.108,0.149,0.154,0.166,0.179,0.16
21,0.129,0.104,0.106,0.096,0.089,0.122,0.142,0.109,0.153,0.156,0.163,0.179,0.161
22,0.126,0.103,0.107,0.095,0.087,0.118,0.144,0.109,0.148,0.158,0.155,0.177,0.155
23,0.125,0.103,0.107,0.091,0.087,0.121,0.142,0.108,0.148,0.16,0.159,0.184,0.157
24,0.12,0.102,0.104,0.093,0.085,0.121,0.138,0.105,0.152,0.152,0.16,0.177,0.151
25,0.12,0.101,0.107,0.093,0.083,0.119,0.139,0.111,0.15,0.157,0.162,0.183,0.15
26,0.117,0.101,0.104,0.091,0.085,0.118,0.137,0.109,0.145,0.155,0.168,0.182,0.154
27,0.117,0.103,0.104,0.092,0.085,0.119,0.134,0.109,0.153,0.152,0.17,0.175,0.158
28,0.115,0.099,0.103,0.093,0.084,0.12,0.132,0.109,0.153,0.156,0.161,0.177,0.153
29,0.115,0.097,0.103,0.092,0.083,0.122,0.128,0.109,0.145,0.15,0.161,0.184,0.149
30,0.114,0.097,0.1,0.089,0.083,0.12,0.126,0.109,0.147,0.15,0.158,0.176,0.152
31,0.112,0.094,0.101,0.089,0.084,0.115,0.126,0.11,0.145,0.147,0.164,0.179,0.149
32,0.111,0.093,0.102,0.089,0.085,0.114,0.127,0.107,0.147,0.153,0.159,0.181,0.153
33,0.11,0.093,0.102,0.089,0.083,0.117,0.124,0.112,0.146,0.157,0.168,0.175,0.156
34,0.107,0.095,0.1,0.088,0.084,0.116,0.119,0.109,0.145,0.159,0.169,0.176,0.147
35,0.105,0.096,0.099,0.085,0.082,0.12,0.118,0.109,0.146,0.155,0.162,0.179,0.143
36,0.107,0.094,0.101,0.085,0.079,0.125,0.119,0.107,0.145,0.152,0.157,0.184,0.152
37,0.103,0.095,0.099,0.087,0.081,0.119,0.118,0.108,0.152,0.159,0.161,0.182,0.151
38,0.1,0.095,0.101,0.088,0.082,0.119,0.117,0.104,0.15,0.159,0.16,0.178,0.147
39,0.1,0.095,0.1,0.087,0.083,0.116,0.118,0.105,0.151,0.153,0.155,0.188,0.153
40,0.101,0.093,0.101,0.088,0.083,0.113,0.113,0.106,0.148,0.151,0.158,0.187,0.153
41,0.101,0.094,0.101,0.088,0.083,0.115,0.113,0.107,0.147,0.153,0.166,0.185,0.148
42,0.101,0.093,0.101,0.086,0.083,0.12,0.114,0.109,0.142,0.151,0.159,0.182,0.145
43,0.099,0.092,0.098,0.086,0.083,0.118,0.114,0.11,0.148,0.152,0.158,0.185,0.152
44,0.098,0.091,0.099,0.086,0.082,0.118,0.113,0.105,0.142,0.153,0.157,0.182,0.148
45,0.098,0.09,0.1,0.086,0.081,0.117,0.11,0.108,0.142,0.15,0.159,0.178,0.151
46,0.096,0.088,0.098,0.084,0.081,0.12,0.109,0.105,0.143,0.148,0.162,0.179,0.149
47,0.097,0.09,0.1,0.083,0.081,0.12,0.108,0.111,0.143,0.15,0.165,0.173,0.152
48,0.097,0.09,0.097,0.083,0.08,0.118,0.108,0.109,0.148,0.151,0.162,0.174,0.153
49,0.096,0.09,0.097,0.084,0.081,0.112,0.11,0.108,0.144,0.148,0.159,0.182,0.151
50,0.095,0.087,0.099,0.084,0.081,0.115,0.108,0.108,0.147,0.147,0.16,0.177,0.158
51,0.097,0.087,0.099,0.084,0.08,0.116,0.109,0.107,0.15,0.146,0.159,0.184,0.149
52,0.096,0.088,0.1,0.084,0.078,0.119,0.106,0.107,0.156,0.154,0.161,0.184,0.144
53,0.092,0.088,0.098,0.082,0.079,0.118,0.109,0.107,0.15,0.15,0.159,0.185,0.15
54,0.092,0.088,0.1,0.082,0.079,0.116,0.108,0.105,0.152,0.153,0.154,0.189,0.15
55,0.092,0.087,0.097,0.083,0.081,0.119,0.109,0.103,0.15,0.146,0.157,0.187,0.152
56,0.094,0.089,0.097,0.081,0.08,0.114,0.108,0.107,0.15,0.152,0.161,0.179,0.153
57,0.095,0.086,0.097,0.084,0.078,0.116,0.108,0.108,0.151,0.144,0.158,0.184,0.149
58,0.093,0.086,0.096,0.081,0.077,0.117,0.107,0.105,0.142,0.149,0.164,0.176,0.148
59,0.091,0.085,0.095,0.081,0.078,0.116,0.104,0.11,0.151,0.147,0.159,0.176,0.144
60,0.09,0.085,0.095,0.081,0.078,0.113,0.104,0.107,0.153,0.15,0.16,0.18,0.14
61,0.09,0.085,0.099,0.082,0.077,0.117,0.105,0.104,0.149,0.16,0.158,0.185,0.15
62,0.09,0.086,0.097,0.082,0.079,0.113,0.102,0.103,0.144,0.148,0.162,0.175,0.147
63,0.09,0.085,0.098,0.08,0.076,0.114,0.102,0.101,0.15,0.147,0.154,0.185,0.151
64,0.091,0.084,0.094,0.081,0.078,0.116,0.098,0.105,0.151,0.149,0.157,0.181,0.153
65,0.09,0.086,0.093,0.082,0.079,0.114,0.101,0.104,0.145,0.149,0.16,0.178,0.151
66,0.09,0.084,0.094,0.08,0.08,0.116,0.103,0.106,0.149,0.147,0.157,0.171,0.15
67,0.09,0.084,0.094,0.079,0.079,0.116,0.1,0.106,0.153,0.15,0.161,0.18,0.144
68,0.089,0.086,0.095,0.079,0.078,0.112,0.102,0.104,0.149,0.144,0.16,0.182,0.149
69,0.09,0.084,0.094,0.081,0.075,0.112,0.099,0.103,0.146,0.148,0.16,0.184,0.14
70,0.09,0.084,0.094,0.08,0.076,0.111,0.102,0.103,0.149,0.148,0.159,0.177,0.142
71,0.089,0.082,0.095,0.079,0.077,0.113,0.101,0.102,0.148,0.149,0.156,0.178,0.145
72,0.088,0.083,0.094,0.08,0.077,0.114,0.099,0.102,0.147,0.15,0.158,0.187,0.146
73,0.087,0.086,0.093,0.08,0.078,0.115,0.097,0.104,0.145,0.15,0.16,0.178,0.145
