,1111111111,1111114444,1111144447,1111223344,1111234444,1111234567,1111444444,1111444477,1111556677,1114556677,1234556677,1455666777,2233445677
48,0.096,0.102,0.114,0.105,0.11,0.142,0.111,0.135,0.148,0.18,0.188,0.238,0.168
49,0.097,0.103,0.113,0.107,0.107,0.144,0.111,0.133,0.145,0.182,0.178,0.228,0.167
50,0.094,0.102,0.113,0.106,0.107,0.142,0.111,0.127,0.145,0.179,0.175,0.231,0.163
51,0.093,0.102,0.116,0.106,0.106,0.145,0.107,0.13,0.145,0.183,0.177,0.23,0.169
52,0.092,0.1,0.116,0.108,0.105,0.138,0.107,0.129,0.147,0.18,0.181,0.224,0.167
53,0.093,0.1,0.114,0.108,0.106,0.135,0.106,0.132,0.146,0.174,0.174,0.222,0.16
54,0.091,0.1,0.113,0.107,0.105,0.137,0.105,0.13,0.149,0.181,0.178,0.22,0.158
55,0.091,0.098,0.116,0.105,0.104,0.132,0.103,0.124,0.146,0.177,0.175,0.214,0.165
56,0.093,0.101,0.116,0.105,0.103,0.134,0.104,0.127,0.147,0.178,0.174,0.224,0.155
57,0.093,0.101,0.112,0.109,0.104,0.135,0.104,0.127,0.152,0.173,0.178,0.218,0.159
58,0.091,0.102,0.108,0.107,0.104,0.134,0.104,0.126,0.145,0.182,0.176,0.226,0.16
59,0.092,0.099,0.11,0.103,0.104,0.137,0.1,0.128,0.142,0.188,0.177,0.218,0.153
60,0.091,0.098,0.11,0.104,0.103,0.133,0.102,0.126,0.145,0.187,0.181,0.221,0.154
61,0.092,0.096,0.108,0.103,0.1,0.135,0.1,0.127,0.145,0.178,0.18,0.218,0.158
62,0.091,0.096,0.109,0.102,0.103,0.136,0.099,0.132,0.146,0.184,0.179,0.226,0.157
63,0.089,0.094,0.108,0.102,0.101,0.131,0.102,0.13,0.143,0.177,0.179,0.226,0.153
64,0.091,0.096,0.108,0.103,0.103,0.135,0.1,0.129,0.141,0.176,0.175,0.231,0.15
65,0.089,0.096,0.112,0.104,0.102,0.135,0.102,0.13,0.139,0.179,0.168,0.226,0.148
66,0.089,0.096,0.105,0.102,0.103,0.134,0.102,0.129,0.138,0.167,0.175,0.232,0.15
67,0.087,0.096,0.106,0.102,0.102,0.137,0.1,0.126,0.138,0.172,0.165,0.224,0.146
68,0.088,0.094,0.106,0.102,0.101,0.137,0.103,0.129,0.139,0.168,0.172,0.237,0.145
69,0.087,0.093,0.105,0.102,0.102,0.136,0.1,0.126,0.14,0.172,0.178,0.221,0.147
70,0.085,0.094,0.104,0.102,0.101,0.131,0.096,0.122,0.136,0.167,0.175,0.231,0.144
71,0.085,0.091,0.102,0.1,0.101,0.132,0.097,0.123,0.138,0.168,0.166,0.217,0.144
72,0.085,0.09,0.103,0.101,0.101,0.131,0.097,0.123,0.142,0.176,0.169,0.206,0.145
73,0.085,0.092,0.104,0.1,0.1,0.128,0.098,0.125,0.137,0.182,0.174,0.212,0.148
74,0.084,0.093,0.103,0.102,0.099,0.126,0.099,0.127,0.135,0.166,0.168,0.213,0.146
75,0.084,0.093,0.107,0.1,0.101,0.132,0.099,0.123,0.137,0.167,0.171,0.219,0.145
76,0.084,0.093,0.105,0.103,0.101,0.128,0.098,0.125,0.136,0.175,0.163,0.209,0.148
77,0.082,0.091,0.105,0.098,0.101,0.128,0.097,0.13,0.137,0.174,0.171,0.22,0.142
78,0.082,0.09,0.103,0.098,0.101,0.129,0.097,0.126,0.131,0.175,0.165,0.219,0.139
79,0.083,0.091,0.104,0.096,0.1,0.13,0.096,0.122,0.133,0.173,0.166,0.21,0.143
80,0.083,0.089,0.104,0.096,0.101,0.132,0.098,0.121,0.135,0.169,0.169,0.205,0.141
81,0.082,0.089,0.101,0.097,0.1,0.128,0.096,0.12,0.136,0.174,0.167,0.207,0.142
82,0.082,0.089,0.1,0.098,0.098,0.129,0.094,0.121,0.137,0.169,0.172,0.196,0.141
83,0.082,0.089,0.098,0.097,0.097,0.133,0.096,0.122,0.137,0.176,0.168,0.2,0.136
84,0.08,0.087,0.101,0.097,0.097,0.134,0.097,0.119,0.136,0.17,0.164,0.191,0.141
85,0.08,0.087,0.099,0.097,0.097,0.129,0.097,0.12,0.135,0.166,0.163,0.201,0.14
86,0.081,0.089,0.096,0.096,0.096,0.131,0.094,0.125,0.133,0.165,0.166,0.2,0.139
87,0.083,0.087,0.098,0.096,0.097,0.129,0.093,0.119,0.136,0.167,0.17,0.198,0.139
88,0.081,0.088,0.101,0.095,0.096,0.128,0.094,0.116,0.132,0.166,0.168,0.203,0.138
89,0.08,0.088,0.099,0.093,0.1,0.128,0.095,0.119,0.134,0.169,0.166,0.197,0.138
90,0.08,0.088,0.097,0.093,0.095,0.129,0.095,0.112,0.132,0.165,0.164,0.201,0.141
91,0.079,0.089,0.099,0.096,0.095,0.123,0.095,0.119,0.132,0.166,0.165,0.205,0.142
92,0.08,0.088,0.099,0.092,0.094,0.124,0.094,0.117,0.132,0.165,0.169,0.204,0.141
93,0.08,0.085,0.098,0.092,0.094,0.123,0.095,0.117,0.133,0.17,0.165,0.194,0.139
94,0.081,0.085,0.097,0.091,0.092,0.122,0.092,0.121,0.132,0.16,0.165,0.192,0.143
95,0.08,0.085,0.1,0.093,0.091,0.126,0.093,0.118,0.133,0.167,0.161,0.187,0.135
96,0.079,0.085,0.097,0.093,0.093,0.123,0.094,0.115,0.13,0.164,0.16,0.185,0.134
97,0.08,0.084,0.101,0.091,0.092,0.121,0.096,0.118,0.132,0.158,0.165,0.188,0.135
98,0.081,0.087,0.1,0.094,0.093,0.118,0.097,0.118,0.129,0.166,0.157,0.185,0.133
99,0.079,0.087,0.1,0.094,0.094,0.117,0.097,0.114,0.127,0.163,0.158,0.191,0.135
